_link,_link_daily_16,dt,rain,pressure,humidity,uvi,speed,deg,clouds,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,snow
83.data.16,83,1490778000,0.65,831.96,0,15.86,1.34,77,42,285.95,285.95,285.95,285.95,285.95,285.95,
84.data.0,84,1489399200,,965.1,0,13.25,8.5,53,0,309.58,295.26,309.58,295.26,301.99,298.19,
84.data.1,84,1489485600,,969.03,20,14.66,7.73,47,0,309.27,292.85,312.53,300.4,312.11,292.85,
84.data.2,84,1489572000,,968.02,17,13.46,7.96,46,0,309.67,297.28,313,300.4,311.78,297.28,
84.data.3,84,1489658400,,967.5,17,14.8,6.46,65,0,310.64,295.06,312.77,298.56,311.63,295.06,
84.data.4,84,1489744800,,962.82,0,14.58,3.57,76,6,311.7,296.76,311.7,296.76,301.71,298.38,
84.data.5,84,1489831200,,962.96,0,14.29,4.78,30,0,312.75,299.19,312.75,299.19,304.51,301.97,
84.data.6,84,1489917600,,965.85,0,14.28,8.67,34,0,308.02,295.73,308.02,295.73,301,298.3,
84.data.7,84,1490004000,,967.76,0,14.28,7.3,45,0,304.62,291.35,304.62,291.35,297.3,295.65,
84.data.8,84,1490090400,,966.33,0,14.28,5.47,38,12,305.42,290.92,305.42,290.92,297.14,294.26,
84.data.9,84,1490176800,,965.39,0,14.28,2.22,49,0,308.65,290.35,308.65,290.35,297.16,294.49,
84.data.10,84,1490263200,,965.04,0,14.28,2.01,118,0,310.61,292.3,310.61,292.3,298.37,298.63,
84.data.11,84,1490349600,,963.75,0,14.28,2.32,125,0,311.69,293.61,311.69,293.61,299.66,301.36,
84.data.12,84,1490436000,,963.13,0,14.28,1.69,60,0,312.9,293.94,312.9,293.94,301.17,302.16,
84.data.13,84,1490522400,,962.55,0,14.28,2.4,159,16,312.77,296.1,312.77,296.1,301.53,302.07,
84.data.14,84,1490608800,,962.7,0,14.28,4.28,45,2,313.15,296.04,313.15,296.04,303.16,299.95,
84.data.15,84,1490695200,,963.03,0,14.28,5.56,71,12,313.08,298.05,313.08,298.05,304.15,300.3,
84.data.16,84,1490781600,,964.7,0,14.28,5.78,29,11,298.05,298.05,298.05,298.05,298.05,298.05,
85.data.0,85,1489399200,,949.29,0,14.31,6.03,63,0,306.88,294.14,306.88,294.14,299.74,296.24,
85.data.1,85,1489485600,,956.39,23,15.16,6.83,53,0,307.09,294.14,311.22,298.3,310.86,294.14,
85.data.2,85,1489572000,,955.46,21,14.81,7.41,46,0,306.22,295.08,310.2,297.05,309.88,295.08,
85.data.3,85,1489658400,,954.21,22,14.38,6.56,58,0,306.94,293.86,310.67,297.21,310.13,293.86,
85.data.4,85,1489744800,,946.41,0,14.31,3,96,0,310.1,295.01,310.1,295.01,300.36,296.58,
85.data.5,85,1489831200,,947.76,0,14.54,7.42,51,0,310.25,298.29,310.25,298.29,303.56,299.47,
85.data.6,85,1489917600,,950.05,0,14.27,8.73,47,0,305.62,294.68,305.62,294.68,299.95,296.2,
85.data.7,85,1490004000,,951.75,0,14.27,7.8,56,1,303.02,290.7,303.02,290.7,296.65,293.45,
85.data.8,85,1490090400,,950.32,0,14.27,4.91,64,10,304.42,290.82,304.42,290.82,296.94,292.11,
85.data.9,85,1490176800,,949.18,0,14.27,2.8,65,4,306.85,290.1,306.85,290.1,297.56,292.89,
85.data.10,85,1490263200,,949.03,0,14.27,3.33,75,3,308.31,290,308.31,290,297.27,294.63,
85.data.11,85,1490349600,,947.54,0,14.27,2.99,97,0,310.24,291.21,310.24,291.21,298.61,296.71,
85.data.12,85,1490436000,,946.51,0,14.27,2.94,95,0,311.75,292.54,311.75,292.54,300.32,297.66,
85.data.13,85,1490522400,,945.53,0,14.27,2.82,135,14,312.57,294.4,312.57,294.4,301.38,297.97,
85.data.14,85,1490608800,,946.89,0,14.27,3.7,66,40,311.1,296.14,311.1,296.14,302.86,298.45,
85.data.15,85,1490695200,,946.62,0,14.27,7.19,73,11,312.38,298.1,312.38,298.1,304,298.25,
85.data.16,85,1490781600,,948.48,0,14.27,5.77,37,13,298.1,298.1,298.1,298.1,298.1,298.1,
86.data.0,86,1489395600,,1017.38,0,1.62,1.66,208,36,277.68,265.39,277.68,265.39,269.14,269.32,
86.data.1,86,1489482000,,1019.69,100,1.59,0.48,86,32,276.8,266.05,277.6,266.05,274.81,269.72,
86.data.2,86,1489568400,,1011.31,97,1.77,3.81,189,0,274.62,264.23,277.15,275.3,276.23,264.23,0.02
86.data.3,86,1489654800,0.38,1003.74,100,2.04,1.71,228,80,275.19,268.01,275.97,268.01,274.63,274.66,0.79
86.data.4,86,1489741200,0.23,1004.37,0,1.76,1.6,231,13,279.35,270.26,279.35,270.26,272.76,273.58,
86.data.5,86,1489827600,0.89,998.02,0,1.77,8.31,191,87,279,274.52,279,275.44,276.41,274.52,
86.data.6,86,1489914000,6.5,992.4,0,1.9,11.03,190,80,279.22,275.3,279.22,279.08,278.25,275.3,0
86.data.7,86,1490000400,7.56,994.72,0,1.9,7.09,183,98,280.37,277.7,280.37,277.7,278.55,279.55,
86.data.8,86,1490086800,4.49,1000.78,0,1.9,5.98,186,98,280.02,278.21,280.02,278.42,279.14,278.21,
86.data.9,86,1490173200,0.92,1006.12,0,1.9,4.23,106,99,279.65,275.25,279.65,275.25,277.41,278.39,0.01
86.data.10,86,1490259600,2.63,1009.22,0,1.9,8.1,51,86,276.81,274.28,276.81,275.8,276.07,274.28,0.82
86.data.11,86,1490346000,1.31,1016.44,0,1.9,7.62,49,49,278.64,273.96,278.64,273.96,275.51,275.91,0.08
86.data.12,86,1490432400,0.62,1015.01,0,1.9,1.78,142,68,278.9,270.59,278.9,270.59,274.37,275.11,0.02
86.data.13,86,1490518800,1.62,1010.58,0,1.9,1.01,302,16,281.22,275.05,281.22,275.05,276.68,276.22,
86.data.14,86,1490605200,0.47,1011.33,0,1.9,5.78,72,93,275.55,268.44,275.55,268.44,272.66,275.45,0.32
86.data.15,86,1490691600,,1024.03,0,1.9,3.69,77,1,276.78,265.8,276.78,265.8,270.5,270.45,
86.data.16,86,1490778000,,1025.9,0,1.9,1.3,92,0,265.8,265.8,265.8,265.8,265.8,265.8,
87.data.0,87,1489456800,0.6,1019.19,100,4.53,3.4,25,88,284.36,277.51,286.34,277.51,283.7,282.13,
87.data.1,87,1489543200,0.76,1017.56,83,4.47,7.16,25,80,280.93,276.78,281.84,276.78,279.97,276.95,
87.data.2,87,1489629600,,1027.02,79,4.94,5.11,311,8,284.51,272.9,284.51,274.93,280.29,272.9,
87.data.3,87,1489716000,0.7,1017.27,0,4.69,2.14,348,16,279.5,274.28,283.03,275.9,283.03,274.28,
87.data.4,87,1489802400,,1021.17,0,4.97,2.23,312,9,279.96,272.51,282.97,277.35,282.97,272.51,0.01
87.data.5,87,1489888800,,1022.97,0,5.28,2.03,295,0,280.79,273.61,286.65,278.77,286.65,273.61,
87.data.6,87,1489975200,,1019.35,0,5.28,4.17,309,3,283.18,275.7,284.85,276.77,284.85,275.7,
87.data.7,87,1490061600,0.74,1021.19,0,5.28,1.55,328,30,281.35,274.3,286.01,283.52,286.01,274.3,
87.data.8,87,1490148000,1.18,1013.04,0,5.28,2.64,9,83,283.87,280.74,286.99,281.75,286.99,280.74,
87.data.9,87,1490234400,3.24,1014.3,0,5.28,1.95,357,99,282,281.31,283.48,282.11,283.48,281.31,
87.data.10,87,1490320800,15.81,1010.4,0,5.28,4.47,28,100,280.2,278.79,281.31,278.79,281.31,281.17,
87.data.11,87,1490407200,2.39,1013.58,0,5.28,2.06,32,97,280.51,277.91,281.46,280.1,281.46,277.91,0.03
87.data.12,87,1490493600,12.42,1004.65,0,5.28,3.39,0,89,281.04,279.37,283.32,279.92,283.32,279.37,0
87.data.13,87,1490580000,,1017.02,0,5.28,3.15,347,7,282.15,277.13,286.3,278.85,286.3,277.13,
87.data.14,87,1490666400,0.47,1022.3,0,5.28,1.86,353,3,283.59,276.31,286.6,279.88,286.6,276.31,
87.data.15,87,1490752800,,1022.25,0,5.28,1.79,345,11,284.95,277.2,284.95,284.95,284.95,277.2,
88.data.0,88,1489456800,,1002.98,99,2.82,2.5,102,68,277,269.36,277,269.36,274.42,275.15,0.01
88.data.1,88,1489543200,,1001.03,100,2.84,4.51,3,8,273.33,269.65,273.73,273.73,273.07,269.65,0.01
88.data.2,88,1489629600,,998.9,100,2.71,7.61,322,88,273.56,273.45,273.92,273.88,273.84,273.45,8.26
88.data.3,88,1489716000,0.23,1009.17,0,3.01,6.3,330,56,274.9,273.9,274.9,273.9,274.83,274.13,2.05
88.data.4,88,1489802400,1.26,1013.07,0,3.09,5.89,343,59,275.26,273.9,275.26,273.9,275.17,274.46,2.36
88.data.5,88,1489888800,0.46,1012.02,0,3.4,3.78,312,35,276.54,273.41,276.55,275.37,276.55,273.41,0.06
88.data.6,88,1489975200,1.25,1011.04,0,3.4,5.86,334,31,276.28,275.12,276.28,275.12,275.9,275.6,0.05
88.data.7,88,1490061600,,1015.52,0,3.4,1.84,333,26,277.05,274.72,278.56,274.72,278.56,275.1,0
88.data.8,88,1490148000,,1009.19,0,3.4,1.61,165,66,276.47,273.39,278.84,274.35,278.84,273.39,
88.data.9,88,1490234400,1.59,1005.19,0,3.4,6.29,288,61,275.5,274.71,275.63,274.71,275.63,274.96,1.12
88.data.10,88,1490320800,0.7,1005.74,0,3.4,3.48,321,23,276.35,273.84,276.35,273.84,276.06,275.02,0.14
88.data.11,88,1490407200,1.92,1006.29,0,3.4,0.93,250,15,275.86,273.36,276.61,273.95,276.61,273.36,0.24
88.data.12,88,1490493600,1.38,1004.04,0,3.4,1.31,152,6,277.19,273.37,277.72,275.17,277.72,273.37,0
88.data.13,88,1490580000,2.51,1006.68,0,3.4,2,267,36,276.8,274.63,277.45,274.65,277.45,274.63,
88.data.14,88,1490666400,1.14,1015.41,0,3.4,1.48,230,0,277.09,273.51,278.4,277.03,278.4,273.51,
88.data.15,88,1490752800,0.52,1011.51,0,3.4,1.23,207,3,279.8,277.8,279.8,279.8,279.8,277.8,
89.data.0,89,1489464000,8.4,950.13,68,14.68,0.7,257,20,306.03,293.21,306.03,293.21,299.91,300.58,
89.data.1,89,1489550400,5.97,949.07,76,15.3,0.51,279,24,299.73,291.1,299.73,293.98,296.12,291.1,
89.data.2,89,1489636800,5.21,947.99,83,14.87,1.51,5,76,298.26,293.25,298.26,295.38,297.74,293.25,
89.data.3,89,1489723200,4.93,995.92,0,14.4,1.77,315,24,301.18,297.31,301.18,297.31,298.45,297.58,
89.data.4,89,1489809600,6.13,996.6,0,15.82,1.06,47,23,301.67,297.16,301.67,297.16,298.4,298.06,
89.data.5,89,1489896000,7.87,996.51,0,14.64,1.93,254,26,301.2,297.35,301.2,297.35,298.52,297.84,
89.data.6,89,1489982400,13.15,995.16,0,14.64,2.8,252,39,299.7,297.35,299.7,297.35,298.22,297.98,
89.data.7,89,1490068800,4.72,992.98,0,14.64,5.24,303,39,301.61,297.89,301.61,297.89,298.87,298.15,
89.data.8,89,1490155200,2.11,995.04,0,14.64,3.43,322,37,302.44,297.41,302.44,297.41,299.25,298.57,
89.data.9,89,1490241600,4.66,995.23,0,14.64,1.5,340,11,302.33,297.67,302.33,297.67,299.56,298.45,
89.data.10,89,1490328000,6.75,996.6,0,14.64,1.25,234,22,300.41,297.56,300.41,297.56,298.54,298.75,
89.data.11,89,1490414400,37.45,995.99,0,14.64,1.11,267,37,299.16,296.22,299.16,296.22,297.05,297.81,
89.data.12,89,1490500800,15.61,996.74,0,14.64,1.64,24,22,298.22,296.08,298.22,296.08,296.97,296.79,
89.data.13,89,1490587200,7.53,997.24,0,14.64,2.27,310,13,299.6,296.56,299.6,296.56,297.9,297.1,
89.data.14,89,1490673600,5.12,997.24,0,14.64,1.5,295,17,300.3,296.75,300.3,296.75,298.33,297.94,
89.data.15,89,1490760000,1.9,998.74,0,14.64,1.32,188,36,297.85,297.85,297.85,297.85,297.85,297.85,
90.data.0,90,1489464000,8.97,982.71,71,14.35,1.3,180,0,307.42,294.86,307.42,294.86,300.83,301.93,
90.data.1,90,1489550400,8.87,981.57,78,14.84,1.11,195,36,301.03,293.1,301.03,295.73,298.72,293.1,
90.data.2,90,1489636800,2.48,980.25,80,14.49,1.41,8,44,300.71,294.9,300.71,295.53,299.69,294.9,
90.data.3,90,1489723200,5.75,1002,0,14.13,2.47,331,35,301.28,296.96,301.28,296.96,298.65,297.48,
90.data.4,90,1489809600,7.62,1002.88,0,15.75,1.9,354,14,301.42,297.06,301.42,297.06,298.4,297.96,
90.data.5,90,1489896000,8.59,1002.99,0,14.5,1.64,218,32,300.85,297.1,300.85,297.1,298.52,297.69,
90.data.6,90,1489982400,6.99,1001.85,0,14.5,1.85,239,29,300,297.3,300,297.3,298.72,297.48,
90.data.7,90,1490068800,4.68,999.06,0,14.5,3.5,302,49,301.61,297.44,301.61,297.44,298.67,297.75,
90.data.8,90,1490155200,2.59,1001.32,0,14.5,2.69,352,35,300.99,296.91,300.99,296.91,298.95,298.17,
90.data.9,90,1490241600,3.13,1001.31,0,14.5,1.03,31,8,303.43,297.52,303.43,297.52,299.76,297.95,
90.data.10,90,1490328000,5.5,1002.88,0,14.5,1.43,182,24,301.11,297.36,301.11,297.36,298.99,298.75,
90.data.11,90,1490414400,25.44,1002.07,0,14.5,1.35,81,26,299.91,296.37,299.91,296.37,297.45,298.31,
90.data.12,90,1490500800,27.34,1002.82,0,14.5,2.7,33,39,297.97,296.33,297.97,296.33,296.82,296.59,
90.data.13,90,1490587200,6.94,1003.32,0,14.5,1.7,328,21,299.8,296.51,299.8,296.51,298.15,297.05,
90.data.14,90,1490673600,4.94,1003.11,0,14.5,0.99,267,10,301.5,296.1,301.5,296.1,298.18,297.59,
90.data.15,90,1490760000,1.77,1005.02,0,14.5,1.7,198,38,297.55,297.55,297.55,297.55,297.55,297.55,
91.data.0,91,1489395600,,1015.97,0,1.62,1,133,26,277.38,264.31,277.38,264.31,268.39,268.49,
91.data.1,91,1489482000,,1017.18,100,1.59,1.98,89,32,275.7,265.8,277.85,265.8,275.11,270.77,0.01
91.data.2,91,1489568400,0.4,1008.06,93,1.77,5.66,193,0,276.47,264.58,278.65,275.95,277.58,264.58,0
91.data.3,91,1489654800,0.33,1001.06,100,2.04,2.06,265,76,276.54,268.11,277.32,268.11,275.83,274.36,0.84
91.data.4,91,1489741200,,1002.54,0,1.76,3.39,226,0,279.35,271.53,279.35,272.76,273.71,271.53,
91.data.5,91,1489827600,0.87,995.79,0,1.77,7.86,194,99,277.5,275.22,277.5,275.69,276.31,275.22,
91.data.6,91,1489914000,7.47,989.16,0,1.9,11.3,191,98,278.37,275.6,279.08,279.08,278.4,275.6,
91.data.7,91,1490000400,7.13,991.88,0,1.9,6.54,182,98,280.72,277.55,280.72,277.55,278.7,279.5,
91.data.8,91,1490086800,7.97,998.55,0,1.9,4.89,181,100,279.17,276.72,279.17,276.72,277.64,278.11,
91.data.9,91,1490173200,3.31,1004.09,0,1.9,4.5,92,99,279.95,275.5,279.95,275.5,277.66,277.64,0.08
91.data.10,91,1490259600,2.66,1008.21,0,1.9,8.88,42,88,276.06,274.23,276.06,275.5,275.52,274.23,1.43
91.data.11,91,1490346000,1.11,1015.43,0,1.9,7.42,44,49,278.24,272.96,278.24,272.96,275.11,275.81,0.09
91.data.12,91,1490432400,0.84,1013.39,0,1.9,1.63,110,62,279.1,273.29,279.1,273.29,275.22,274.66,0.07
91.data.13,91,1490518800,1.95,1009.16,0,1.9,1.51,203,38,281.07,275.95,281.07,275.95,276.68,277.17,
91.data.14,91,1490605200,1.64,1009.51,0,1.9,6.38,73,92,276.3,269.69,276.3,269.69,272.81,275.6,0.25
91.data.15,91,1490691600,,1022.61,0,1.9,4.41,87,7,276.68,265.8,276.68,265.8,270.85,270.85,0.01
91.data.16,91,1490778000,,1024.48,0,1.9,1.36,98,0,265.8,265.8,265.8,265.8,265.8,265.8,
92.data.0,92,1489395600,,1015.97,0,1.62,1,133,26,277.38,264.31,277.38,264.31,268.39,268.49,
92.data.1,92,1489482000,,1017.18,100,1.59,1.98,89,32,275.7,265.8,277.85,265.8,275.11,270.77,0.01
92.data.2,92,1489568400,0.4,1008.06,93,1.77,5.66,193,0,276.47,264.58,278.65,275.95,277.58,264.58,0
92.data.3,92,1489654800,0.33,1001.06,100,2.04,2.06,265,76,276.54,268.11,277.32,268.11,275.83,274.36,0.84
92.data.4,92,1489741200,,1002.54,0,1.76,3.39,226,0,279.35,271.53,279.35,272.76,273.71,271.53,
92.data.5,92,1489827600,0.87,995.79,0,1.77,7.86,194,99,277.5,275.22,277.5,275.69,276.31,275.22,
92.data.6,92,1489914000,7.47,989.16,0,1.9,11.3,191,98,278.37,275.6,279.08,279.08,278.4,275.6,
92.data.7,92,1490000400,7.13,991.88,0,1.9,6.54,182,98,280.72,277.55,280.72,277.55,278.7,279.5,
92.data.8,92,1490086800,7.97,998.55,0,1.9,4.89,181,100,279.17,276.72,279.17,276.72,277.64,278.11,
92.data.9,92,1490173200,3.31,1004.09,0,1.9,4.5,92,99,279.95,275.5,279.95,275.5,277.66,277.64,0.08
92.data.10,92,1490259600,2.66,1008.21,0,1.9,8.88,42,88,276.06,274.23,276.06,275.5,275.52,274.23,1.43
92.data.11,92,1490346000,1.11,1015.43,0,1.9,7.42,44,49,278.24,272.96,278.24,272.96,275.11,275.81,0.09
92.data.12,92,1490432400,0.84,1013.39,0,1.9,1.63,110,62,279.1,273.29,279.1,273.29,275.22,274.66,0.07
92.data.13,92,1490518800,1.95,1009.16,0,1.9,1.51,203,38,281.07,275.95,281.07,275.95,276.68,277.17,
92.data.14,92,1490605200,1.64,1009.51,0,1.9,6.38,73,92,276.3,269.69,276.3,269.69,272.81,275.6,0.25
92.data.15,92,1490691600,,1022.61,0,1.9,4.41,87,7,276.68,265.8,276.68,265.8,270.85,270.85,0.01
92.data.16,92,1490778000,,1024.48,0,1.9,1.36,98,0,265.8,265.8,265.8,265.8,265.8,265.8,
93.data.0,93,1489395600,,1008.87,0,1.88,3.65,86,0,278.68,269.81,278.68,269.81,272.64,270.04,0.02
93.data.1,93,1489482000,,1010.29,86,1.77,3.43,96,0,278.5,269.71,280.87,271.1,279.36,269.71,0.02
93.data.2,93,1489568400,,1007.01,88,2.04,4.31,191,64,277.97,267.13,278.95,275.95,278.83,267.13,
93.data.3,93,1489654800,2.18,996.6,100,2.26,1.61,243,88,277.34,274.96,277.97,275.46,277.33,274.96,
93.data.4,93,1489741200,0.32,999.1,0,1.93,1.98,223,57,279.1,273.21,279.1,273.21,274.71,274.03,0.04
93.data.5,93,1489827600,,995.18,0,1.93,8.38,212,74,279.5,273.44,279.5,273.44,276.11,274.82,
93.data.6,93,1489914000,3.2,989.77,0,2.06,9.26,191,83,280.77,275.2,280.77,279.48,279.95,275.2,0.02
93.data.7,93,1490000400,5.09,989.45,0,2.06,8.22,183,99,279.57,278.1,279.57,278.25,278.1,279.15,
93.data.8,93,1490086800,3.81,994.5,0,2.06,5.33,185,96,280.07,277.96,280.07,279.12,279.09,277.96,
93.data.9,93,1490173200,13.72,994.77,0,2.06,4.37,134,99,281.5,278.9,281.5,278.9,280.16,279.74,
93.data.10,93,1490259600,7.85,997.47,0,2.06,4.01,158,88,278.16,274.3,278.16,274.3,275.57,277.73,
93.data.11,93,1490346000,3.83,1005.3,0,2.06,5.47,51,61,280.09,276.06,280.09,276.06,277.01,277.21,
93.data.12,93,1490432400,1.44,1006.09,0,2.06,3.07,138,46,282,274.39,282,274.39,277.02,277.21,
93.data.13,93,1490518800,0.98,1002.47,0,2.06,3.97,149,14,284.72,276.25,284.72,276.25,278.43,278.22,
93.data.14,93,1490605200,3.26,1000.8,0,2.06,2.85,158,83,284.15,278.49,284.15,278.49,280.56,280.1,
93.data.15,93,1490691600,3.01,1013.09,0,2.06,7.25,84,99,275.78,273.05,275.78,273.05,274.1,275.55,1.98
93.data.16,93,1490778000,,1016.37,0,2.06,5.07,105,95,273.05,273.05,273.05,273.05,273.05,273.05,0.02
94.data.0,94,1489406400,,1031.37,0,5.02,7.49,5,0,288.58,282.57,288.79,286.14,288.79,282.57,
94.data.1,94,1489492800,,1026.95,63,4.45,8.26,67,36,290.23,282.63,291.36,288.31,289.56,282.63,
94.data.2,94,1489579200,,1023.37,60,4.63,8.06,88,0,290.9,284.94,292.73,286.67,291.06,284.94,
94.data.3,94,1489665600,,1021.12,69,4.77,4.55,86,76,288.97,284.98,291.48,286.75,290.16,284.98,
94.data.4,94,1489752000,,1024.43,0,4.83,8.8,75,0,290.75,286.78,292.21,288.51,292.21,286.78,
94.data.5,94,1489838400,,1026.19,0,4.82,4.36,66,0,293.35,285.77,293.35,286.09,293.31,285.77,
94.data.6,94,1489924800,,1024.82,0,5.73,2.43,19,2,294.52,284.2,294.52,284.53,293.55,284.2,
94.data.7,94,1490011200,,1021.06,0,5.73,2.3,325,0,292.92,282.35,292.92,284.3,290.95,282.35,
94.data.8,94,1490097600,5.43,1015.18,0,5.73,7.23,281,25,288.42,285.21,288.42,285.87,287.29,285.21,
94.data.9,94,1490184000,2.52,1015.84,0,5.73,8.17,315,47,288,285.34,288,286,287.21,285.34,
94.data.10,94,1490270400,0.89,1025.83,0,5.73,4.39,311,32,288.56,284.05,288.56,284.05,287.77,285.73,
94.data.11,94,1490356800,4.21,1025.16,0,5.73,5.51,245,71,288.44,283.01,288.44,286.56,288.01,283.01,
94.data.12,94,1490443200,9.52,1020.08,0,5.73,6.52,248,55,287.7,285.36,287.7,286.34,287.57,285.36,
94.data.13,94,1490529600,12.18,1010.78,0,5.73,11.95,301,71,285.87,283.65,285.87,283.65,285.08,284.82,
94.data.14,94,1490616000,8.54,1013.77,0,5.73,10.85,331,62,285.8,283.2,285.96,285.09,285.96,283.2,
94.data.15,94,1490702400,0.73,1015.52,0,5.73,7.89,350,0,288.73,284.2,288.73,284.75,287.5,284.2,
94.data.16,94,1490788800,0.48,1013.94,0,5.73,6.13,347,7,284.75,284.75,284.75,284.75,284.75,284.75,
95.data.0,95,1489402800,,1001.98,0,2.15,1.76,48,57,279.18,269.97,279.18,272.26,275.84,269.97,
95.data.1,95,1489489200,,1006.19,92,2.2,5.21,285,88,279.97,271.29,280.51,277.01,278.41,271.29,
95.data.2,95,1489575600,0.84,1004.49,96,2.45,8.31,307,12,281.05,277.02,281.58,277.02,279.11,278.94,
95.data.3,95,1489662000,,1004.35,89,2.74,5.2,303,56,278.52,273.25,279.58,273.25,277.71,275.13,
95.data.4,95,1489748400,1.2,991.19,0,2.81,5.13,299,86,281.8,278.16,281.8,278.16,279.11,279.28,
95.data.5,95,1489834800,3.56,981.81,0,2.6,7.54,256,98,280.35,277.82,281.94,281.94,281.36,277.82,
95.data.6,95,1489921200,8.14,973.35,0,2.49,7.39,258,82,282.12,277.83,282.12,277.83,280.35,281.95,
95.data.7,95,1490007600,3.39,985.8,0,2.49,9.12,304,22,278.12,275.6,278.12,278,277.05,275.6,0.34
95.data.8,95,1490094000,0.69,987.61,0,2.49,5.53,290,55,279.02,273.72,279.02,273.72,276.94,277.76,
95.data.9,95,1490180400,0.21,1001.26,0,2.49,4.09,33,0,279.15,273.29,279.15,274.8,276.66,273.29,0.14
95.data.10,95,1490266800,0.27,1004.56,0,2.49,5.26,64,0,278.71,272.2,278.71,272.2,275.52,275.03,0.02
95.data.11,95,1490353200,0.25,998,0,2.49,5.39,68,25,275.94,270.71,275.94,273.66,275.66,270.71,0.35
95.data.12,95,1490439600,,989.68,0,2.49,4.4,92,32,279.5,273.41,279.5,276.04,278.97,273.41,0.08
95.data.13,95,1490526000,0.24,984.23,0,2.49,4.73,90,30,282.27,274.92,282.27,278.15,280.48,274.92,
95.data.14,95,1490612400,7.37,979.92,0,2.49,5.6,64,93,280.5,277.7,280.5,280.19,279.56,277.7,
95.data.15,95,1490698800,12.51,981.07,0,2.49,6.96,90,36,284.33,280.2,284.33,281.1,282.85,280.2,
95.data.16,95,1490785200,1.85,985.97,0,2.49,3.29,78,59,281.1,281.1,281.1,281.1,281.1,281.1,
96.data.0,96,1489399200,0.29,1027.11,0,1.66,1.95,75,0,279.68,271.12,279.68,273.01,275.74,271.12,
96.data.1,96,1489485600,,1028.69,92,1.85,3.43,229,32,276.87,269.7,280.96,277.6,280.96,269.7,
96.data.2,96,1489572000,2,1023.22,100,2.02,8.21,294,76,280.72,278.33,280.72,278.6,280.03,278.33,
96.data.3,96,1489658400,,1024.97,88,2.16,6.36,313,76,279.29,277.66,281.08,277.66,281.08,277.81,
96.data.4,96,1489744800,0.86,1011.26,0,2.38,7.16,283,93,280.9,278.11,281.08,278.11,279.46,281.08,
96.data.5,96,1489831200,4.05,999.44,0,2.06,8.36,240,100,280.5,278.47,282.44,282.44,282.21,278.47,
96.data.6,96,1489917600,11.1,991.18,0,1.95,7.32,262,83,282.77,279.08,282.77,279.08,281.1,282.2,
96.data.7,96,1490004000,2.11,1002.82,0,1.95,10.65,302,92,278.62,276.5,278.62,276.6,276.5,277.35,
96.data.8,96,1490090400,2.29,1005.85,0,1.95,8.56,270,36,278.52,275.07,278.52,275.07,277.19,277.51,
96.data.9,96,1490176800,0.26,1026.99,0,1.95,6.34,21,8,279.65,274.24,279.65,274.65,278.66,274.24,
96.data.10,96,1490263200,,1032.12,0,1.95,5.5,51,0,278.46,272.48,278.46,272.85,276.07,272.48,0.01
96.data.11,96,1490349600,,1025.76,0,1.95,6.3,68,25,278.64,271.41,278.64,274.21,277.01,271.41,0.01
96.data.12,96,1490436000,0.29,1018.46,0,1.95,6.21,99,17,280.35,273.16,280.35,274.04,278.62,273.16,
96.data.13,96,1490522400,,1013.01,0,1.95,5.22,100,21,281.67,273.77,281.67,277.15,279.38,273.77,
96.data.14,96,1490608800,5.19,1008.7,0,1.95,5.84,59,55,280.65,275,280.84,280.84,279.36,275,
96.data.15,96,1490695200,6.19,1012.68,0,1.95,9.61,77,99,282.78,281.1,282.78,281.2,282,281.1,
96.data.16,96,1490781600,2.85,1014.95,0,1.95,8.29,66,100,281.2,281.2,281.2,281.2,281.2,281.2,
97.data.0,97,1489464000,,1032.32,47,6.52,1.75,289,36,290.16,277.96,290.89,277.96,289.05,282.15,
97.data.1,97,1489550400,,1030.36,49,6.29,2.01,193,88,283.83,273.6,283.83,277.68,281.77,273.6,
97.data.2,97,1489636800,,1027.26,62,5.35,2.76,226,12,284.16,272.6,286.73,278.03,286.69,272.6,
97.data.3,97,1489723200,,1012.74,0,6.95,3.35,209,69,290.53,276.46,290.53,276.46,285.05,277.05,
97.data.4,97,1489809600,0.48,1016.46,0,7.07,3.04,131,69,290.92,278.76,290.92,280.36,284.65,278.76,
97.data.5,97,1489896000,9.24,1014.54,0,6.96,4.64,107,99,285.45,280.14,285.45,282.35,282.87,280.14,
97.data.6,97,1489982400,0.71,1011.98,0,6.96,2.76,355,30,290,280.75,290,280.75,285.87,281.58,
97.data.7,97,1490068800,4.01,1017.71,0,6.96,5.57,50,96,284.01,279.99,284.01,279.99,282.12,280.4,
97.data.8,97,1490155200,2.4,1015.3,0,6.96,5.16,67,49,286.64,278.46,286.64,278.46,280.45,279.57,
97.data.9,97,1490241600,0.55,1017.93,0,6.96,2.87,81,80,284.33,275.37,284.33,275.37,280.46,278.55,
97.data.10,97,1490328000,0.48,1013.41,0,6.96,4.95,263,5,289.26,278.95,289.26,279.36,283.39,278.95,
97.data.11,97,1490414400,,1014.23,0,6.96,2.09,292,0,289.56,277.22,289.56,277.22,282.05,280.86,
97.data.12,97,1490500800,0.21,1012.55,0,6.96,2.04,199,66,292.47,278.18,292.47,278.18,285.37,280.34,
97.data.13,97,1490587200,,1012.04,0,6.96,2.53,206,79,293.45,279.26,293.45,279.26,286.6,281.6,
